policy_id,driver_age,vehicle_age,vehicle_type,annual_mileage,accident_history,location_risk_score,policy_duration_years,previous_claims,credit_score,claim_cost
2691,64,5,Sedan,17600,0,0.2,7,0,713,1207
2692,48,0,Hatchback,25555,2,0.4,2,1,677,4468
2693,28,0,SUV,15501,0,0.87,9,0,695,521
2694,27,9,Sedan,13422,1,0.52,6,0,636,2279
2695,20,9,Hatchback,24134,0,0.63,8,0,683,0
2696,71,2,Hatchback,20739,0,0.26,3,0,724,690
2697,31,16,Sedan,15885,2,0.42,5,1,680,4106
2698,33,18,Sedan,12476,0,0.94,3,0,597,1232
2699,27,10,Truck,12931,0,0.38,9,1,676,1531
2700,46,17,Sedan,18699,0,0.33,1,0,688,795
2701,27,1,SUV,7804,1,0.15,8,2,734,4640
2702,29,8,Convertible,21136,0,0.19,6,0,679,658
2703,47,16,Truck,26828,0,0.63,7,0,705,571
2704,58,13,Sedan,22225,0,0.69,2,0,681,1432
2705,18,3,Convertible,10575,1,0.68,7,1,582,2112
2706,22,16,Truck,16775,0,0.59,1,0,691,618
2707,37,16,SUV,28894,1,0.54,7,0,656,1927
2708,25,11,Convertible,15681,0,0.16,8,1,750,2594
2709,60,19,Sedan,19918,0,0.86,2,2,578,2448
2710,29,17,Sedan,27789,0,0.56,2,0,593,682
2711,18,2,SUV,18106,1,0.22,3,0,686,1941
2712,74,10,Truck,24918,0,0.22,4,0,726,1261
2713,71,17,Convertible,29241,1,0.56,8,1,644,2191
2714,37,3,SUV,5607,1,0.32,3,1,644,3827
2715,45,16,Truck,28778,0,0.93,6,0,660,532
2716,74,17,Hatchback,9618,0,0.55,8,0,626,1323
2717,60,4,Hatchback,19089,0,0.98,2,0,699,52
2718,54,13,Truck,20568,0,0.76,4,0,626,0
2719,64,9,Sedan,25344,0,0.83,1,0,685,19
2720,54,14,Sedan,9257,0,0.45,8,0,584,1232
2721,29,0,Hatchback,20931,0,0.22,1,0,736,865
2722,54,15,Sedan,26996,0,0.72,9,0,544,0
2723,66,10,Sedan,20794,0,0.47,6,1,597,2148
2724,66,19,Truck,15223,0,0.95,3,0,763,231
2725,73,5,Truck,21585,0,0.27,8,0,655,904
2726,61,15,Sedan,27943,0,0.66,2,0,617,0
2727,73,1,Truck,26515,1,0.88,3,0,586,481
2728,45,0,Convertible,6364,0,0.46,7,1,628,1775
2729,64,8,Hatchback,5751,0,0.96,1,1,664,1101
2730,32,11,Convertible,18237,0,0.17,9,1,674,2068
2731,23,16,Convertible,19708,1,0.63,9,1,666,3114
2732,61,14,Sedan,12545,0,0.8,3,0,561,1
2733,76,18,Sedan,10344,0,0.28,4,0,657,609
2734,78,9,Convertible,6205,1,0.15,2,0,667,1715
2735,37,11,Convertible,14512,1,0.17,1,0,667,1472
2736,67,13,SUV,8887,0,0.39,8,0,651,1035
2737,31,8,SUV,6330,0,0.3,9,0,589,1732
2738,19,12,Hatchback,13622,0,0.3,9,0,604,878
2739,26,2,Convertible,28903,0,0.51,5,0,711,927
2740,54,13,Truck,9683,0,0.18,5,0,611,0
2741,37,9,SUV,23658,0,1.0,5,1,614,1761
2742,43,15,Sedan,28907,0,0.73,6,0,635,1339
2743,46,6,Convertible,8365,0,0.13,4,1,589,2437
2744,18,3,Truck,22647,0,0.72,2,0,682,652
2745,72,19,Truck,25620,0,0.81,2,0,587,675
2746,52,10,Truck,9299,0,0.27,6,1,704,3039
2747,23,15,Sedan,8733,0,0.86,5,0,583,1143
2748,54,19,SUV,6665,0,0.65,4,0,636,378
2749,70,3,Truck,5860,1,0.84,6,0,667,1879
2750,76,16,SUV,22228,2,0.75,4,0,690,3077
2751,22,12,Hatchback,16681,0,0.73,4,0,639,0
2752,50,10,Sedan,21520,1,0.24,6,0,615,1898
2753,66,2,SUV,27131,1,0.38,4,0,721,2198
2754,68,8,SUV,27878,1,0.57,9,1,659,1555
2755,31,5,Truck,16424,0,0.2,7,0,641,773
2756,29,10,Truck,10786,1,0.53,6,0,559,1232
2757,59,15,Sedan,14345,1,0.5,3,0,660,1311
2758,37,18,SUV,27584,0,0.31,4,0,650,1746
2759,70,4,Convertible,16598,2,0.28,2,0,582,2611
2760,67,13,Truck,13325,0,0.32,3,0,611,1223
2761,41,16,Truck,23445,0,0.64,1,0,655,736
2762,76,2,Hatchback,9378,0,0.47,9,1,673,3282
2763,60,3,Sedan,16045,0,0.47,3,0,599,1344
2764,79,15,SUV,8730,2,0.26,8,0,600,2869
2765,51,15,SUV,16684,0,0.81,4,1,656,1790
2766,42,3,SUV,29702,0,0.73,8,1,608,1634
2767,67,18,Truck,11122,1,0.49,7,0,640,1163
2768,46,16,Sedan,6795,0,0.23,4,0,739,504
2769,74,12,SUV,15041,0,0.74,7,0,648,1283
2770,56,0,Convertible,25697,0,0.91,8,0,701,0
2771,48,11,Hatchback,13187,1,0.26,3,1,588,3387
2772,73,3,Hatchback,9840,1,0.64,5,0,612,1227
2773,64,10,SUV,15919,1,0.48,3,0,611,1472
2774,60,4,Truck,8726,2,0.18,7,1,595,3772
2775,67,1,Hatchback,5259,1,0.75,6,0,562,2260
2776,40,16,Hatchback,22625,0,0.16,1,0,660,2690
2777,61,7,Hatchback,6843,0,0.73,5,0,669,409
2778,55,5,Hatchback,27161,0,0.35,4,1,603,1939
2779,37,8,SUV,18754,0,0.61,2,0,613,1386
2780,40,12,Sedan,7280,1,0.24,1,0,654,1962
2781,79,10,Sedan,12796,0,0.43,7,0,651,574
2782,62,15,Truck,9567,1,0.19,7,0,702,2190
2783,69,15,Convertible,14300,1,0.52,6,0,707,2000
2784,33,1,Sedan,29956,0,0.29,5,1,617,2098
2785,67,9,Convertible,6255,0,0.27,9,1,647,2150
2786,59,11,Sedan,11462,2,0.2,2,0,600,3585
2787,77,7,Sedan,15432,0,0.79,3,0,725,125
2788,72,10,Truck,23042,1,0.68,9,0,663,1179
2789,25,9,Hatchback,24032,0,0.24,2,0,700,847
2790,67,12,Truck,19942,0,0.53,3,0,632,1650
2791,38,16,Sedan,17150,1,0.69,6,0,701,453
2792,18,6,Hatchback,8371,0,0.89,7,1,687,2033
2793,72,2,Hatchback,24813,0,0.15,2,0,714,1152
2794,25,19,Hatchback,26244,1,0.43,8,0,583,2610
2795,46,12,Convertible,12620,1,0.65,9,0,654,1655
2796,49,18,Sedan,7932,0,0.11,1,0,705,151
2797,55,6,SUV,26470,1,0.32,6,0,603,2805
2798,22,8,Truck,14778,2,0.77,4,0,676,2028
2799,64,18,Convertible,28033,0,0.42,5,1,679,1099
2800,39,12,Truck,15304,3,0.18,6,0,685,3343
2801,64,7,SUV,13119,0,0.66,6,0,667,881
2802,51,17,Hatchback,19557,1,0.33,7,1,681,2481
2803,18,1,SUV,19407,0,0.73,9,0,672,9
2804,72,17,Truck,9983,1,0.91,4,0,709,1378
2805,72,17,SUV,7521,1,0.58,9,1,614,2337
2806,43,10,Sedan,24086,0,0.64,1,0,667,170
2807,60,0,SUV,21402,0,0.56,9,0,711,1630
2808,27,13,Sedan,23953,0,0.84,8,0,611,319
2809,47,15,SUV,21343,0,0.32,2,0,615,603
2810,67,10,Sedan,5783,0,0.46,7,1,676,1620
2811,35,0,Sedan,14898,1,0.91,7,1,719,2590
2812,34,6,SUV,21798,0,0.75,2,0,643,976
2813,43,15,Convertible,13555,0,0.39,8,1,655,2473
2814,25,13,Hatchback,15767,1,0.85,6,0,668,1676
2815,64,14,Hatchback,6103,0,0.31,6,0,626,1190
2816,57,13,Hatchback,26275,0,0.67,5,0,760,964
2817,66,10,Sedan,10309,0,0.96,8,0,604,130
2818,29,15,Hatchback,6171,1,0.62,9,0,655,949
2819,44,18,Sedan,13634,0,0.82,5,0,655,1194
2820,25,16,Convertible,11408,1,0.76,1,0,541,1809
2821,42,5,SUV,17135,0,0.88,6,1,608,1695
2822,63,10,SUV,26129,1,0.97,1,0,582,1025
2823,21,16,Sedan,25945,0,0.12,5,1,686,3551
2824,50,8,Sedan,29556,1,0.13,6,0,565,1539
2825,18,17,Convertible,18710,2,0.63,3,0,697,2412
2826,36,16,Hatchback,11636,0,0.96,1,1,591,1236
2827,48,11,Convertible,7589,0,0.54,2,0,698,580
2828,33,4,SUV,15031,1,0.86,3,0,580,1077
2829,31,10,SUV,14695,1,0.79,3,0,671,449
2830,70,3,Hatchback,20527,1,0.55,2,2,697,4163
2831,65,3,SUV,10722,0,0.56,6,0,679,1285
2832,22,2,Sedan,18402,1,0.49,7,0,589,1285
2833,58,16,SUV,22106,0,0.33,5,3,706,6108
2834,43,6,Truck,5841,1,0.87,7,0,677,1389
2835,79,3,Hatchback,23731,1,0.29,3,2,532,4313
2836,45,12,Hatchback,5645,0,0.92,5,1,656,1800
2837,19,11,Hatchback,13215,0,0.42,3,1,792,1803
2838,67,0,Truck,24656,0,0.12,4,0,706,704
2839,23,18,Convertible,21390,1,0.25,6,1,625,2700
2840,26,19,Sedan,8701,0,0.9,4,0,677,161
2841,50,17,Hatchback,18908,0,0.22,4,0,630,1395
2842,58,10,SUV,14463,1,0.76,7,0,701,1377
2843,42,19,Sedan,17453,0,0.26,6,0,609,1386
2844,65,2,SUV,17715,1,0.55,1,0,710,1135
2845,30,16,Sedan,10630,2,0.28,8,0,696,2327
2846,26,11,Sedan,20902,1,0.4,1,0,682,1365
2847,70,9,SUV,7556,1,0.21,9,0,754,208
2848,30,7,SUV,24338,1,0.6,4,1,700,2687
2849,48,14,Sedan,12387,0,0.43,7,1,701,1581
2850,58,4,Hatchback,28172,2,0.43,5,0,706,2716
2851,28,3,SUV,14858,0,0.13,3,0,686,1746
2852,21,19,Truck,18630,2,0.22,8,1,673,3212
2853,51,18,Truck,9661,0,0.74,2,0,616,474
2854,78,3,Sedan,8801,1,0.36,3,1,617,2320
2855,55,14,Convertible,27017,0,0.5,5,0,672,994
2856,63,16,Sedan,12413,1,0.79,5,0,680,1003
2857,21,11,Sedan,22547,0,0.5,5,0,651,553
2858,55,2,Hatchback,17071,1,0.3,7,0,626,1705
2859,36,9,Hatchback,22665,0,0.59,8,1,643,2073
2860,23,14,Convertible,15856,0,0.82,8,0,647,533
2861,51,9,Convertible,16087,0,0.64,3,0,664,880
2862,35,17,Convertible,13187,0,0.48,8,0,639,1211
2863,30,0,Convertible,21686,0,0.21,2,2,708,3429
2864,58,2,Convertible,18805,2,0.32,4,0,644,2076
2865,40,11,Sedan,13947,0,0.95,2,1,618,773
2866,36,0,Sedan,25643,0,0.79,5,0,646,135
2867,62,2,Truck,27147,1,0.18,3,0,595,2047
2868,28,2,Truck,14418,1,0.1,3,0,751,1317
2869,18,4,SUV,29564,1,0.26,5,3,683,6186
2870,41,18,Sedan,12575,1,0.95,4,0,649,659
2871,79,0,Convertible,14425,0,0.62,6,1,721,1839
2872,71,3,SUV,10978,1,0.85,5,0,640,2206
2873,24,3,Hatchback,19436,1,0.52,5,0,648,1498
2874,42,16,Sedan,14089,0,0.84,3,0,615,0
2875,38,13,Truck,27474,0,0.13,4,1,603,1142
2876,32,17,Sedan,13154,0,0.48,3,0,661,1054
2877,18,0,Sedan,13183,1,0.44,3,0,703,1818
2878,29,15,Sedan,27064,1,0.98,9,0,606,1436
2879,75,2,Sedan,27895,0,0.37,6,0,638,1004
2880,24,8,Hatchback,8362,0,0.48,2,0,640,568
2881,32,3,Truck,16101,0,0.78,1,2,689,2537
2882,38,4,Sedan,14646,0,0.89,3,1,628,1644
2883,36,10,Hatchback,23396,0,0.89,3,0,688,927
2884,77,8,SUV,22484,0,0.46,4,0,686,0
2885,46,2,Sedan,20755,1,0.95,4,1,617,2831
2886,42,5,Hatchback,10104,0,0.69,5,0,635,480
2887,50,10,Convertible,26999,1,0.87,4,1,654,2371
2888,66,8,SUV,14512,0,0.93,2,1,628,2142
2889,49,14,Truck,21069,0,0.31,1,1,605,2135
2890,66,2,Sedan,21306,0,0.55,7,1,724,2079
2891,52,0,Sedan,21255,0,0.63,9,1,561,1063
2892,61,19,Hatchback,9502,0,0.82,9,0,662,381
2893,55,18,Truck,20252,0,0.46,1,0,718,1131
2894,43,13,Convertible,29007,0,0.29,9,0,610,842
2895,28,16,SUV,25971,0,0.77,1,0,651,593
2896,52,13,Truck,11037,0,0.63,1,0,695,781
2897,25,16,Sedan,22539,0,0.91,2,0,498,634
2898,63,13,Hatchback,14292,0,0.69,6,0,647,1402
2899,31,11,Convertible,19466,1,0.12,9,0,571,2222
2900,27,15,Hatchback,5996,1,0.97,5,0,698,1833
2901,19,0,SUV,14627,1,0.63,9,0,610,1625
2902,63,12,Truck,26593,0,0.64,9,1,739,706
2903,26,5,Hatchback,23929,0,0.92,8,0,602,178
2904,20,16,Hatchback,25084,0,0.7,7,0,672,222
2905,38,11,Sedan,28149,0,0.53,3,0,606,762
2906,43,18,Hatchback,9984,2,0.2,3,0,638,2575
2907,25,5,Convertible,21737,0,0.97,4,0,650,474
2908,65,6,Truck,7318,0,0.17,9,0,651,816
2909,19,0,SUV,18703,1,0.25,3,0,733,2161
2910,23,0,Hatchback,17719,0,0.84,8,0,721,649
2911,45,4,Convertible,7519,1,0.54,8,0,613,1592
2912,70,5,SUV,10427,0,0.26,6,0,652,529
2913,46,15,Convertible,9603,0,0.36,2,0,592,1418
2914,43,15,Hatchback,29630,2,0.99,6,1,580,3450
2915,42,13,Hatchback,23468,0,0.63,4,3,617,4202
2916,29,0,Truck,5899,0,0.46,7,0,734,0
2917,22,12,Sedan,21846,1,0.89,1,0,566,1383
2918,51,19,Convertible,22885,0,0.53,3,1,679,1744
2919,65,9,Sedan,17068,0,0.38,8,0,673,671
2920,54,9,Sedan,22099,0,0.25,1,0,613,1035
2921,32,8,SUV,10330,0,0.77,3,0,682,1476
2922,61,12,SUV,28558,0,0.64,3,1,682,2163
2923,53,2,Convertible,24995,0,0.18,8,0,648,1078
2924,32,17,Sedan,14180,1,0.63,1,0,642,1241
2925,60,19,Truck,21595,0,0.24,5,0,638,1116
2926,65,1,Sedan,28740,1,0.98,7,0,608,1133
2927,40,16,SUV,22137,0,0.33,4,0,658,1503
2928,23,18,Sedan,20473,0,0.73,3,1,625,1535
2929,63,12,Hatchback,8750,1,0.69,6,0,658,1034
2930,67,12,Hatchback,16881,0,0.72,5,1,619,1589
2931,61,0,Truck,24606,2,0.49,2,0,617,2378
2932,76,1,Convertible,21819,1,0.17,6,0,623,1936
2933,60,0,Sedan,9929,0,0.98,3,0,713,327
2934,62,4,Hatchback,19796,0,0.27,9,0,581,552
2935,38,2,Convertible,23344,1,0.79,3,0,739,1277
2936,40,6,Hatchback,25656,0,0.22,9,0,688,1438
2937,60,12,Convertible,10813,0,0.35,6,0,572,1616
2938,72,17,Convertible,6724,0,0.6,8,0,621,1232
2939,33,6,Hatchback,29761,1,0.47,9,0,569,1615
2940,64,0,SUV,6494,0,0.96,8,0,682,473
2941,70,4,Convertible,23363,0,0.86,2,0,714,1081
2942,77,16,Sedan,26812,0,0.93,3,1,661,1554
2943,32,7,Hatchback,25437,0,0.68,8,0,711,1070
2944,42,14,SUV,13437,1,0.3,5,0,659,2014
2945,53,19,Hatchback,12160,0,0.57,4,0,699,0
2946,28,3,Truck,13575,0,0.79,6,1,665,2052
2947,68,1,Sedan,28593,1,0.16,6,0,651,2438
2948,32,4,Truck,5284,1,0.88,7,1,689,2268
2949,21,0,Convertible,20315,0,0.67,5,0,642,55
2950,38,4,Convertible,10083,0,0.75,1,1,723,2524
2951,30,5,Truck,25378,1,0.72,8,0,634,1320
2952,39,1,Truck,13491,0,0.86,1,1,678,1477
2953,36,0,Convertible,5900,0,0.18,4,0,615,1351
2954,51,3,SUV,6459,1,0.44,3,0,571,3242
2955,31,6,Sedan,18680,2,0.55,3,0,668,2607
2956,78,0,Hatchback,24305,1,0.59,6,0,560,1614
2957,21,0,Truck,7533,3,0.95,8,0,757,2789
2958,65,7,Sedan,11579,1,0.14,5,1,632,4010
2959,70,19,Hatchback,22189,0,0.88,6,0,646,726
2960,69,15,Hatchback,12595,0,0.6,6,0,634,1168
2961,63,12,Truck,23612,0,0.6,1,0,657,882
2962,44,17,SUV,6921,1,0.39,7,0,667,2212
2963,46,19,SUV,9972,2,0.68,1,0,608,2318
2964,64,9,Sedan,7387,2,0.68,7,0,522,2330
2965,45,11,Sedan,15730,0,0.27,8,0,595,712
2966,52,0,Convertible,19830,0,0.71,4,0,626,346
2967,25,9,SUV,6996,0,0.34,8,1,664,2623
2968,33,8,Sedan,9825,0,0.72,6,0,659,246
2969,59,2,Convertible,10282,1,0.65,6,0,688,1530
2970,53,18,Hatchback,18869,0,0.74,9,0,568,413
2971,47,8,Sedan,23887,0,0.12,6,0,605,639
2972,35,9,Convertible,20451,0,0.21,5,0,628,1224
2973,19,18,SUV,5104,1,0.86,6,0,726,1858
2974,66,15,Hatchback,28246,1,0.44,8,1,786,2238
2975,30,17,Sedan,13630,0,0.85,9,0,583,785
2976,21,13,SUV,22905,0,0.16,8,1,705,2006
2977,43,2,Hatchback,6351,1,0.79,8,1,654,3199
2978,42,1,Truck,7698,0,0.18,7,1,678,2613
2979,47,0,SUV,24996,0,0.52,1,0,584,331
2980,28,17,Truck,21892,0,0.94,4,0,718,817
2981,24,8,Sedan,20300,0,0.17,4,0,539,840
2982,48,12,Convertible,10310,1,0.42,3,0,584,1224
2983,61,1,Sedan,11190,0,0.57,4,1,637,2304
2984,27,6,SUV,18166,0,0.91,2,0,620,1207
2985,56,15,Truck,22658,0,0.4,3,0,651,1171
2986,30,18,Truck,7822,2,0.83,3,1,616,3117
2987,48,14,Hatchback,21447,0,0.75,1,0,632,665
2988,24,10,Sedan,8921,2,0.38,7,0,641,2248
2989,73,0,Sedan,22243,0,0.41,4,1,639,2017
2990,66,6,SUV,16019,1,0.27,8,0,657,2256
2991,59,19,Truck,6547,0,0.72,9,0,695,0
2992,78,7,SUV,7076,0,0.61,2,0,612,1139
2993,59,9,SUV,18962,1,0.24,2,0,717,1379
2994,73,4,Truck,21820,1,0.66,2,0,652,823
2995,53,8,SUV,27469,1,0.55,8,0,713,2099
2996,37,0,Truck,18908,1,0.18,2,0,633,1505
2997,21,1,SUV,8657,0,0.96,6,0,607,50
2998,71,18,Convertible,22146,0,0.85,5,0,654,343
2999,24,13,SUV,5735,1,0.16,9,0,778,1868
3000,71,19,SUV,12214,1,0.94,2,0,582,1518
3001,18,9,Convertible,28968,0,0.93,1,0,684,474
3002,61,8,Sedan,16856,0,0.14,2,0,659,691
3003,73,9,Truck,9094,0,0.28,5,0,670,192
3004,62,5,Hatchback,27978,0,0.73,8,0,590,488
3005,59,16,Convertible,9728,1,0.94,8,1,673,2946
3006,64,5,Sedan,8729,0,0.84,2,1,665,1647
3007,76,3,SUV,12241,0,0.35,5,0,576,995
3008,30,19,Sedan,22460,0,0.13,2,0,657,2069
3009,72,2,Convertible,15472,0,0.53,7,1,638,2363
3010,39,18,SUV,6830,1,0.18,8,0,632,1290
3011,71,17,Sedan,15090,1,0.32,5,0,648,1680
3012,38,3,Hatchback,22057,0,0.68,1,0,704,743
3013,39,7,Truck,21932,0,0.55,7,0,673,234
3014,45,16,Truck,19432,0,0.44,3,0,598,746
3015,26,4,Convertible,5895,0,0.94,2,0,675,381
3016,43,12,SUV,23953,1,0.27,6,1,648,3144
3017,26,0,SUV,22297,1,0.54,2,0,619,1159
3018,32,12,Truck,22560,0,0.62,8,1,588,2638
3019,27,3,Sedan,12273,1,0.39,3,0,690,1853
3020,41,13,SUV,11696,1,0.73,2,0,621,1168
3021,75,2,Hatchback,26249,1,0.88,8,0,695,1676
3022,74,4,Hatchback,25690,0,0.59,6,0,596,690
3023,78,6,SUV,24657,1,0.8,4,0,750,2020
3024,59,0,SUV,27960,1,0.15,5,0,782,2109
3025,25,11,Truck,20042,0,0.24,7,0,677,343
3026,41,10,Convertible,19900,0,0.52,4,1,715,1469
3027,33,7,Truck,17434,1,0.93,7,2,627,4157
3028,66,5,Convertible,22906,2,0.58,6,0,622,2857
3029,43,1,Hatchback,27809,0,0.49,5,0,710,155
3030,44,18,Convertible,12477,0,0.64,3,0,658,1392
3031,54,19,Truck,7802,0,0.21,1,0,581,1642
3032,21,19,SUV,8122,0,0.69,8,0,654,525
3033,67,13,Convertible,17782,0,0.18,7,0,589,1113
3034,41,0,Truck,7456,0,0.62,6,0,641,0
3035,36,9,Hatchback,23033,0,0.74,4,0,702,230
3036,53,15,Convertible,7320,2,0.47,5,0,723,2357
3037,77,3,Hatchback,15697,1,0.92,5,0,664,1354
3038,56,10,Hatchback,22527,0,0.24,2,0,717,1028
3039,27,15,Sedan,16964,0,0.25,6,2,627,3547
3040,42,19,Convertible,13237,0,0.57,5,1,735,1482
3041,35,0,Truck,24698,0,0.94,1,0,614,528
3042,36,15,Convertible,9406,0,0.45,9,0,610,1721
3043,53,18,Convertible,23993,1,0.93,7,0,627,1427
3044,27,8,Hatchback,12591,1,0.72,2,0,613,1414
3045,50,8,Hatchback,8119,0,0.8,6,0,676,151
3046,72,8,Hatchback,22784,0,0.94,1,0,713,208
3047,67,16,Hatchback,29583,0,0.62,2,0,651,61
3048,22,11,Truck,24981,0,0.68,7,0,666,0
3049,64,12,SUV,26873,0,0.62,3,1,581,2075
3050,66,7,Sedan,8511,0,0.81,7,2,655,3190
3051,52,15,Hatchback,8828,0,0.35,6,0,739,555
3052,61,17,Hatchback,21949,0,0.81,5,0,721,1125
3053,51,0,Sedan,12651,0,0.74,9,0,595,289
3054,50,0,Hatchback,14092,0,0.64,5,0,628,625
3055,72,11,SUV,15370,1,0.13,5,0,820,2673
3056,38,5,Convertible,16784,0,0.8,8,0,671,358
3057,34,8,Sedan,7771,1,0.22,7,0,726,2212
3058,39,4,Truck,11777,0,0.97,1,0,730,630
3059,65,15,Sedan,5113,0,0.17,2,0,594,828
3060,54,17,SUV,5531,2,0.75,4,1,686,3262
3061,32,16,Truck,14714,1,0.42,9,0,659,2321
3062,52,17,Convertible,8410,0,0.76,7,0,737,1235
3063,45,0,Hatchback,14236,1,0.57,2,0,748,1851
3064,24,18,Sedan,27223,0,0.67,8,0,608,227
3065,49,7,Truck,29608,1,0.17,1,0,822,2384
3066,28,2,Sedan,13324,1,0.97,8,0,658,999
3067,27,4,Convertible,16159,1,0.1,5,1,682,2577
3068,26,7,Sedan,6726,0,0.95,1,1,517,1247
3069,31,18,Truck,26454,1,0.61,3,2,700,3811
3070,30,17,SUV,13217,0,0.33,7,0,542,1744
3071,78,17,Truck,7648,0,0.67,7,0,643,269
3072,74,0,Sedan,17832,0,0.71,8,0,622,121
3073,79,14,Convertible,14453,0,0.76,4,0,673,335
3074,42,17,Hatchback,7065,1,0.11,6,1,659,3162
3075,19,6,Hatchback,5933,0,0.98,7,0,679,669
3076,52,15,Convertible,6050,1,0.66,8,0,712,1758
3077,24,15,Sedan,27414,2,0.44,3,1,600,2562
3078,38,14,Convertible,12116,1,0.61,5,0,640,1340
3079,35,5,Sedan,26427,2,0.26,8,0,608,2716
3080,20,8,Truck,27851,3,0.32,6,0,604,2960
3081,59,6,SUV,16106,1,0.18,1,2,747,4150
3082,71,13,Sedan,24986,0,0.89,2,0,587,755
3083,78,10,Hatchback,11878,1,0.33,3,1,609,3342
3084,56,15,Hatchback,5792,1,0.77,7,0,760,1275
3085,58,5,SUV,16367,1,0.35,3,0,644,2170
3086,66,15,Sedan,10963,1,0.23,9,0,647,2137
3087,28,19,SUV,14547,0,0.2,9,1,670,1985
3088,56,15,Truck,6385,0,0.87,8,1,590,1121
3089,41,11,SUV,22444,1,0.21,9,0,604,1918
3090,77,16,Truck,14563,0,0.18,8,0,619,812
3091,63,4,Hatchback,29307,1,0.11,9,1,702,2910
3092,36,12,Truck,9138,1,0.43,4,0,684,1647
3093,21,7,Sedan,22533,1,0.95,4,0,618,1118
3094,43,4,Sedan,19344,0,0.92,5,0,643,0
3095,55,11,Sedan,12693,0,0.2,7,0,689,1175
3096,59,8,Sedan,16394,1,0.11,9,1,531,3087
3097,49,2,Convertible,28876,0,0.78,4,1,665,1845
3098,56,2,Truck,11327,1,0.38,7,0,688,1413
3099,62,0,Sedan,8353,1,0.85,6,0,604,944
3100,63,17,SUV,18364,0,0.29,9,0,683,1052
3101,53,11,SUV,27353,1,0.54,9,0,651,2321
3102,57,8,Convertible,20205,0,0.13,9,0,741,985
3103,54,8,Truck,9628,0,0.91,5,1,624,2168
3104,50,17,Truck,24832,1,0.26,3,0,680,2364
3105,53,17,Truck,10327,0,0.37,6,0,577,796
3106,20,6,Convertible,19281,1,0.53,2,0,654,1327
3107,26,3,Truck,26433,1,0.34,7,0,691,1531
3108,25,12,Truck,21452,0,0.14,7,0,624,1110
3109,50,16,Sedan,15058,1,0.13,2,0,706,1724
3110,76,1,Truck,17093,1,0.96,6,0,696,1524
3111,23,13,Sedan,24892,0,0.39,4,0,657,611
3112,58,2,Sedan,21684,0,0.4,7,1,636,2546
3113,56,4,Truck,20987,0,0.93,8,0,496,0
3114,21,13,SUV,28181,1,0.85,1,3,618,4240
3115,30,2,Hatchback,23984,0,0.72,5,0,705,0
3116,66,6,SUV,23537,0,0.69,9,0,636,562
3117,77,17,Truck,19907,0,0.82,2,0,673,117
3118,19,12,Truck,26289,0,0.25,4,0,627,645
3119,77,9,SUV,17921,1,0.7,8,0,579,2120
3120,22,12,Truck,25402,0,0.19,5,0,687,766
3121,61,15,Sedan,19026,0,0.21,8,1,589,1341
3122,44,8,Convertible,8082,1,0.32,1,2,637,4483
3123,49,1,Truck,12074,0,0.74,7,0,668,1239
3124,38,4,Truck,22623,0,0.9,6,0,616,638
3125,25,16,SUV,15560,1,0.72,2,0,729,1273
3126,55,3,Sedan,5459,0,0.47,7,0,749,931
3127,25,16,SUV,29366,0,0.56,3,0,610,567
3128,67,8,SUV,24010,0,0.74,4,0,611,299
3129,20,19,Truck,25147,1,0.65,6,1,628,2583
3130,71,1,Sedan,28404,0,0.58,3,0,708,707
3131,61,17,Truck,7801,0,0.31,1,0,674,926
3132,78,10,Truck,21847,0,0.66,1,0,688,1506
3133,75,12,Truck,5997,0,0.12,6,0,716,1234
3134,20,7,Truck,27025,1,0.6,4,0,605,1994
3135,39,0,Convertible,11384,0,0.84,7,1,675,2783
3136,23,16,Hatchback,18223,0,0.26,9,0,653,831
3137,19,11,Sedan,20299,2,0.2,8,0,672,2794
3138,40,3,Convertible,16198,0,0.97,3,0,707,750
3139,61,12,Hatchback,6678,1,0.86,7,1,642,2531
3140,19,8,Hatchback,5864,0,0.37,1,0,615,807
3141,55,6,Hatchback,14382,1,0.29,2,1,597,4201
3142,34,4,Convertible,29120,0,0.4,9,0,738,1511
3143,52,4,Sedan,7697,1,0.49,8,0,648,575
3144,51,16,SUV,17107,1,0.84,7,0,582,2172
3145,40,8,Hatchback,7926,1,0.32,2,0,719,2600
3146,47,5,SUV,20735,1,0.75,2,1,565,3364
3147,69,18,SUV,19223,0,0.94,7,1,573,2176
3148,25,15,Truck,12542,0,0.44,7,1,634,2862
3149,39,1,SUV,9429,1,0.12,6,0,623,2630
3150,61,9,Truck,20362,1,0.84,5,0,666,1575
3151,75,15,Sedan,28794,1,0.74,6,1,554,2664
3152,53,4,Sedan,18931,0,0.23,9,0,666,550
3153,22,14,Truck,12218,0,0.64,4,2,714,2399
3154,30,12,Sedan,28409,0,0.84,1,0,601,870
3155,46,12,Hatchback,7397,0,0.26,9,0,631,1444
3156,48,12,Sedan,23605,1,0.3,8,0,610,1806
3157,64,14,Truck,19451,1,0.28,2,0,666,1425
3158,74,13,Hatchback,10814,0,1.0,4,0,596,0
3159,72,7,SUV,27888,1,0.31,3,0,590,1833
3160,33,10,SUV,12522,1,0.34,3,1,642,3532
3161,59,17,SUV,27169,0,0.14,6,0,667,2516
3162,79,3,Truck,27603,0,0.98,7,0,658,328
3163,47,9,SUV,25382,0,0.32,8,0,628,1346
